Sample,Subpopulation,Superpopulation
NA12801,CEU,Europe
NA12802,CEU,Europe
NA12812,CEU,Europe
NA12813,CEU,Europe
NA12814,CEU,Europe
NA12815,CEU,Europe
NA12817,CEU,Europe
NA12818,CEU,Europe
NA12827,CEU,Europe
NA12828,CEU,Europe
NA12829,CEU,Europe
NA12830,CEU,Europe
NA12832,CEU,Europe
NA12842,CEU,Europe
NA12843,CEU,Europe
NA12864,CEU,Europe
NA12865,CEU,Europe
NA12872,CEU,Europe
NA12873,CEU,Europe
NA12874,CEU,Europe
NA12875,CEU,Europe
NA12877,CEU,Europe
NA12878,CEU,Europe
NA12889,CEU,Europe
NA12890,CEU,Europe
NA12891,CEU,Europe
NA12892,CEU,Europe
NA18484,YRI,Africa
NA18485,YRI,Africa
NA18486,YRI,Africa
NA18487,YRI,Africa
NA18488,YRI,Africa
NA18489,YRI,Africa
NA18497,YRI,Africa
NA18498,YRI,Africa
NA18499,YRI,Africa
NA18500,YRI,Africa
NA18501,YRI,Africa
NA18502,YRI,Africa
NA18503,YRI,Africa
NA18504,YRI,Africa
NA18505,YRI,Africa
NA18506,YRI,Africa
NA18507,YRI,Africa
NA18508,YRI,Africa
NA18509,YRI,Africa
NA18510,YRI,Africa
NA18511,YRI,Africa
NA18515,YRI,Africa
NA18516,YRI,Africa
NA18517,YRI,Africa
NA18518,YRI,Africa
NA18519,YRI,Africa
NA18520,YRI,Africa
NA18521,YRI,Africa
NA18522,YRI,Africa
NA18523,YRI,Africa
NA18525,CHB,East Asia
NA18526,CHB,East Asia
NA18527,CHB,East Asia
NA18528,CHB,East Asia
NA18530,CHB,East Asia
NA18531,CHB,East Asia
NA18532,CHB,East Asia
NA18533,CHB,East Asia
NA18534,CHB,East Asia
NA18535,CHB,East Asia
NA18536,CHB,East Asia
NA18537,CHB,East Asia
NA18538,CHB,East Asia
NA18539,CHB,East Asia
NA18541,CHB,East Asia
NA18542,CHB,East Asia
NA18543,CHB,East Asia
NA18544,CHB,East Asia
NA18545,CHB,East Asia
NA18546,CHB,East Asia
NA18547,CHB,East Asia
NA18548,CHB,East Asia
NA18549,CHB,East Asia
NA18550,CHB,East Asia
NA18552,CHB,East Asia
NA18553,CHB,East Asia
NA18555,CHB,East Asia
NA18557,CHB,East Asia
NA18558,CHB,East Asia
NA18559,CHB,East Asia
NA18560,CHB,East Asia
NA18561,CHB,East Asia
NA18562,CHB,East Asia
NA18563,CHB,East Asia
NA18564,CHB,East Asia
NA18565,CHB,East Asia
NA18566,CHB,East Asia
NA18567,CHB,East Asia
NA18570,CHB,East Asia
NA18571,CHB,East Asia
NA18572,CHB,East Asia
NA18573,CHB,East Asia
NA18574,CHB,East Asia
NA18576,CHB,East Asia
NA18577,CHB,East Asia
NA18579,CHB,East Asia
NA18582,CHB,East Asia
NA18591,CHB,East Asia
NA18592,CHB,East Asia
NA18593,CHB,East Asia
NA18595,CHB,East Asia
NA18596,CHB,East Asia
NA18597,CHB,East Asia
NA18599,CHB,East Asia
NA18602,CHB,East Asia
NA18603,CHB,East Asia
NA18605,CHB,East Asia
NA18606,CHB,East Asia
NA18608,CHB,East Asia
NA18609,CHB,East Asia
NA18610,CHB,East Asia
NA18611,CHB,East Asia
NA18612,CHB,East Asia
NA18613,CHB,East Asia
NA18614,CHB,East Asia
NA18615,CHB,East Asia
NA18616,CHB,East Asia
NA18617,CHB,East Asia
NA18618,CHB,East Asia
NA18619,CHB,East Asia
NA18620,CHB,East Asia
NA18621,CHB,East Asia
NA18622,CHB,East Asia
NA18623,CHB,East Asia
NA18624,CHB,East Asia
NA18625,CHB,East Asia
NA18626,CHB,East Asia
NA18627,CHB,East Asia
NA18628,CHB,East Asia
NA18629,CHB,East Asia
NA18630,CHB,East Asia
NA18631,CHB,East Asia
NA18632,CHB,East Asia
NA18633,CHB,East Asia
NA18634,CHB,East Asia
NA18635,CHB,East Asia
NA18636,CHB,East Asia
NA18637,CHB,East Asia
NA18638,CHB,East Asia
NA18639,CHB,East Asia
NA18640,CHB,East Asia
NA18641,CHB,East Asia
NA18642,CHB,East Asia
NA18643,CHB,East Asia
NA18644,CHB,East Asia
NA18645,CHB,East Asia
NA18646,CHB,East Asia
NA18647,CHB,East Asia
NA18648,CHB,East Asia
NA18740,CHB,East Asia
NA18745,CHB,East Asia
NA18747,CHB,East Asia
NA18748,CHB,East Asia
NA18749,CHB,East Asia
NA18757,CHB,East Asia
NA18791,CHB,East Asia
NA18794,CHB,East Asia
NA18795,CHB,East Asia
NA18852,YRI,Africa
NA18853,YRI,Africa
NA18854,YRI,Africa
NA18855,YRI,Africa
NA18856,YRI,Africa
NA18857,YRI,Africa
NA18858,YRI,Africa
NA18859,YRI,Africa
NA18860,YRI,Africa
NA18861,YRI,Africa
NA18862,YRI,Africa
NA18863,YRI,Africa
NA18864,YRI,Africa
NA18865,YRI,Africa
NA18867,YRI,Africa
NA18868,YRI,Africa
NA18869,YRI,Africa
NA18870,YRI,Africa
NA18871,YRI,Africa
NA18872,YRI,Africa
NA18873,YRI,Africa
NA18874,YRI,Africa
NA18875,YRI,Africa
NA18876,YRI,Africa
NA18877,YRI,Africa
NA18878,YRI,Africa
NA18879,YRI,Africa
NA18881,YRI,Africa
NA18906,YRI,Africa
NA18907,YRI,Africa
NA18908,YRI,Africa
NA18909,YRI,Africa
NA18910,YRI,Africa
NA18911,YRI,Africa
NA18912,YRI,Africa
NA18913,YRI,Africa
NA18914,YRI,Africa
NA18915,YRI,Africa
NA18916,YRI,Africa
NA18917,YRI,Africa
NA18923,YRI,Africa
NA18924,YRI,Africa
NA18925,YRI,Africa
NA18930,YRI,Africa
NA18933,YRI,Africa
NA18934,YRI,Africa
NA18935,YRI,Africa
NA18939,JPT,East Asia
NA18940,JPT,East Asia
NA18941,JPT,East Asia
NA18942,JPT,East Asia
NA18943,JPT,East Asia
NA18944,JPT,East Asia
NA18945,JPT,East Asia
NA18946,JPT,East Asia
NA18947,JPT,East Asia
NA18948,JPT,East Asia
NA18949,JPT,East Asia
NA18950,JPT,East Asia
NA18951,JPT,East Asia
NA18952,JPT,East Asia
NA18953,JPT,East Asia
NA18954,JPT,East Asia
NA18955,JPT,East Asia
NA18956,JPT,East Asia
NA18957,JPT,East Asia
NA18959,JPT,East Asia
NA18960,JPT,East Asia
NA18961,JPT,East Asia
NA18962,JPT,East Asia
NA18963,JPT,East Asia
NA18964,JPT,East Asia
NA18965,JPT,East Asia
NA18966,JPT,East Asia
NA18967,JPT,East Asia
NA18968,JPT,East Asia
NA18969,JPT,East Asia
NA18970,JPT,East Asia
NA18971,JPT,East Asia
NA18972,JPT,East Asia
NA18973,JPT,East Asia
NA18974,JPT,East Asia
NA18975,JPT,East Asia
NA18976,JPT,East Asia
NA18977,JPT,East Asia
NA18978,JPT,East Asia
NA18979,JPT,East Asia
NA18980,JPT,East Asia
NA18981,JPT,East Asia
NA18982,JPT,East Asia
NA18983,JPT,East Asia
NA18984,JPT,East Asia
NA18985,JPT,East Asia
NA18986,JPT,East Asia
NA18987,JPT,East Asia
NA18988,JPT,East Asia
NA18989,JPT,East Asia
NA18990,JPT,East Asia
NA18991,JPT,East Asia
NA18992,JPT,East Asia
NA18993,JPT,East Asia
NA18994,JPT,East Asia
NA18995,JPT,East Asia
NA18997,JPT,East Asia
NA18998,JPT,East Asia
NA18999,JPT,East Asia
NA19000,JPT,East Asia
NA19001,JPT,East Asia
NA19002,JPT,East Asia
NA19003,JPT,East Asia
NA19004,JPT,East Asia
NA19005,JPT,East Asia
NA19006,JPT,East Asia
NA19007,JPT,East Asia
NA19009,JPT,East Asia
NA19010,JPT,East Asia
NA19011,JPT,East Asia
NA19012,JPT,East Asia
NA19017,LWK,Africa
NA19019,LWK,Africa
NA19020,LWK,Africa
NA19023,LWK,Africa
NA19024,LWK,Africa
NA19025,LWK,Africa
NA19026,LWK,Africa
NA19027,LWK,Africa
NA19028,LWK,Africa
NA19030,LWK,Africa
NA19031,LWK,Africa
NA19035,LWK,Africa
NA19036,LWK,Africa
NA19037,LWK,Africa
NA19038,LWK,Africa
NA19041,LWK,Africa
NA19042,LWK,Africa
NA19043,LWK,Africa
NA19044,LWK,Africa
NA19046,LWK,Africa
NA19054,JPT,East Asia
NA19055,JPT,East Asia
NA19056,JPT,East Asia
NA19057,JPT,East Asia
NA19058,JPT,East Asia
NA19059,JPT,East Asia
NA19060,JPT,East Asia
NA19062,JPT,East Asia
NA19063,JPT,East Asia
NA19064,JPT,East Asia
NA19065,JPT,East Asia
NA19066,JPT,East Asia
NA19067,JPT,East Asia
NA19068,JPT,East Asia
NA19070,JPT,East Asia
NA19072,JPT,East Asia
NA19074,JPT,East Asia
NA19075,JPT,East Asia
NA19076,JPT,East Asia
NA19077,JPT,East Asia
NA19078,JPT,East Asia
NA19079,JPT,East Asia
NA19080,JPT,East Asia
NA19081,JPT,East Asia
NA19082,JPT,East Asia
NA19083,JPT,East Asia
NA19084,JPT,East Asia
NA19085,JPT,East Asia
NA19086,JPT,East Asia
NA19087,JPT,East Asia
NA19088,JPT,East Asia
NA19089,JPT,East Asia
NA19090,JPT,East Asia
NA19091,JPT,East Asia
NA19092,YRI,Africa
NA19093,YRI,Africa
NA19094,YRI,Africa
NA19095,YRI,Africa
NA19096,YRI,Africa
NA19097,YRI,Africa
NA19098,YRI,Africa
NA19099,YRI,Africa
NA19100,YRI,Africa
NA19101,YRI,Africa
NA19102,YRI,Africa
NA19103,YRI,Africa
NA19104,YRI,Africa
NA19105,YRI,Africa
NA19107,YRI,Africa
NA19108,YRI,Africa
NA19109,YRI,Africa
NA19113,YRI,Africa
NA19114,YRI,Africa
NA19115,YRI,Africa
NA19116,YRI,Africa
NA19117,YRI,Africa
NA19118,YRI,Africa
NA19119,YRI,Africa
NA19120,YRI,Africa
NA19121,YRI,Africa
NA19122,YRI,Africa
NA19123,YRI,Africa
NA19127,YRI,Africa
NA19128,YRI,Africa
NA19129,YRI,Africa
NA19130,YRI,Africa
NA19131,YRI,Africa
NA19132,YRI,Africa
NA19137,YRI,Africa
NA19138,YRI,Africa
NA19139,YRI,Africa
NA19140,YRI,Africa
NA19141,YRI,Africa
NA19142,YRI,Africa
NA19143,YRI,Africa
NA19144,YRI,Africa
NA19145,YRI,Africa
NA19146,YRI,Africa
NA19147,YRI,Africa
NA19148,YRI,Africa
NA19149,YRI,Africa
NA19150,YRI,Africa
NA19151,YRI,Africa
NA19152,YRI,Africa
NA19153,YRI,Africa
NA19154,YRI,Africa
NA19159,YRI,Africa
NA19160,YRI,Africa
NA19161,YRI,Africa
NA19166,YRI,Africa
NA19171,YRI,Africa
NA19172,YRI,Africa
NA19173,YRI,Africa
NA19174,YRI,Africa
NA19175,YRI,Africa
NA19176,YRI,Africa
NA19177,YRI,Africa
NA19184,YRI,Africa
NA19185,YRI,Africa
NA19186,YRI,Africa
NA19189,YRI,Africa
NA19190,YRI,Africa
NA19191,YRI,Africa
NA19195,YRI,Africa
NA19196,YRI,Africa
NA19197,YRI,Africa
NA19198,YRI,Africa
NA19199,YRI,Africa
NA19200,YRI,Africa
NA19201,YRI,Africa
NA19202,YRI,Africa
NA19203,YRI,Africa
NA19204,YRI,Africa
NA19205,YRI,Africa
NA19206,YRI,Africa
NA19207,YRI,Africa
NA19208,YRI,Africa
NA19209,YRI,Africa
NA19210,YRI,Africa
NA19211,YRI,Africa
NA19213,YRI,Africa
NA19214,YRI,Africa
NA19215,YRI,Africa
NA19221,YRI,Africa
NA19222,YRI,Africa
NA19223,YRI,Africa
NA19224,YRI,Africa
NA19225,YRI,Africa
NA19226,YRI,Africa
NA19235,YRI,Africa
NA19236,YRI,Africa
NA19237,YRI,Africa
NA19238,YRI,Africa
NA19239,YRI,Africa
NA19240,YRI,Africa
NA19247,YRI,Africa
NA19248,YRI,Africa
NA19249,YRI,Africa
NA19252,YRI,Africa
NA19254,YRI,Africa
NA19256,YRI,Africa
NA19257,YRI,Africa
NA19258,YRI,Africa
NA19307,LWK,Africa
NA19308,LWK,Africa
NA19309,LWK,Africa
NA19310,LWK,Africa
NA19311,LWK,Africa
NA19312,LWK,Africa
NA19313,LWK,Africa
NA19314,LWK,Africa
NA19315,LWK,Africa
NA19316,LWK,Africa
NA19317,LWK,Africa
NA19318,LWK,Africa
NA19319,LWK,Africa
NA19320,LWK,Africa
NA19321,LWK,Africa
NA19323,LWK,Africa
NA19324,LWK,Africa
NA19327,LWK,Africa
NA19328,LWK,Africa
NA19331,LWK,Africa
NA19332,LWK,Africa
NA19334,LWK,Africa
NA19338,LWK,Africa
NA19346,LWK,Africa
NA19347,LWK,Africa
NA19350,LWK,Africa
NA19351,LWK,Africa
NA19352,LWK,Africa
NA19355,LWK,Africa
NA19359,LWK,Africa
NA19360,LWK,Africa
NA19371,LWK,Africa
NA19372,LWK,Africa
NA19373,LWK,Africa
NA19374,LWK,Africa
NA19375,LWK,Africa
NA19376,LWK,Africa
NA19377,LWK,Africa
NA19378,LWK,Africa
NA19379,LWK,Africa
NA19380,LWK,Africa
NA19381,LWK,Africa
NA19382,LWK,Africa
NA19383,LWK,Africa
NA19384,LWK,Africa
NA19385,LWK,Africa
NA19390,LWK,Africa
NA19391,LWK,Africa
NA19393,LWK,Africa
NA19394,LWK,Africa
NA19395,LWK,Africa
NA19396,LWK,Africa
NA19397,LWK,Africa
NA19398,LWK,Africa
NA19399,LWK,Africa
NA19401,LWK,Africa
NA19403,LWK,Africa
NA19404,LWK,Africa
NA19428,LWK,Africa
NA19429,LWK,Africa
NA19430,LWK,Africa
NA19431,LWK,Africa
NA19432,LWK,Africa
NA19434,LWK,Africa
NA19435,LWK,Africa
NA19436,LWK,Africa
NA19437,LWK,Africa
NA19438,LWK,Africa
NA19439,LWK,Africa
NA19440,LWK,Africa
NA19443,LWK,Africa
NA19444,LWK,Africa
NA19445,LWK,Africa
NA19446,LWK,Africa
NA19448,LWK,Africa
NA19449,LWK,Africa
NA19451,LWK,Africa
NA19452,LWK,Africa
NA19453,LWK,Africa
NA19454,LWK,Africa
NA19455,LWK,Africa
NA19456,LWK,Africa
NA19457,LWK,Africa
NA19461,LWK,Africa
NA19462,LWK,Africa
NA19463,LWK,Africa
NA19466,LWK,Africa
NA19467,LWK,Africa
NA19468,LWK,Africa
NA19469,LWK,Africa
NA19470,LWK,Africa
NA19471,LWK,Africa
NA19472,LWK,Africa
NA19473,LWK,Africa
NA19474,LWK,Africa
NA19475,LWK,Africa
NA19625,ASW,Africa
NA19648,MXL,America
NA19649,MXL,America
NA19650,MXL,America
NA19651,MXL,America
NA19652,MXL,America
NA19653,MXL,America
NA19654,MXL,America
NA19655,MXL,America
NA19656,MXL,America
NA19657,MXL,America
NA19658,MXL,America
NA19659,MXL,America
NA19660,MXL,America
NA19661,MXL,America
NA19662,MXL,America
NA19663,MXL,America
NA19664,MXL,America
NA19665,MXL,America
NA19669,MXL,America
NA19670,MXL,America
NA19671,MXL,America
NA19672,MXL,America
NA19674,MXL,America
NA19675,MXL,America
NA19676,MXL,America
NA19677,MXL,America
NA19678,MXL,America
NA19679,MXL,America
NA19680,MXL,America
NA19681,MXL,America
NA19682,MXL,America
NA19683,MXL,America
NA19684,MXL,America
NA19685,MXL,America
NA19686,MXL,America
NA19700,ASW,Africa
NA19701,ASW,Africa
NA19702,ASW,Africa
NA19703,ASW,Africa
NA19704,ASW,Africa
NA19705,ASW,Africa
NA19707,ASW,Africa
NA19708,ASW,Africa
NA19711,ASW,Africa
NA19712,ASW,Africa
NA19713,ASW,Africa
NA19714,ASW,Africa
NA19716,MXL,America
NA19717,MXL,America
NA19718,MXL,America
NA19719,MXL,America
NA19720,MXL,America
NA19721,MXL,America
NA19722,MXL,America
NA19723,MXL,America
NA19724,MXL,America
NA19725,MXL,America
NA19726,MXL,America
NA19727,MXL,America
NA19728,MXL,America
NA19729,MXL,America
NA19730,MXL,America
NA19731,MXL,America
NA19732,MXL,America
NA19733,MXL,America
NA19734,MXL,America
NA19735,MXL,America
NA19737,MXL,America
NA19738,MXL,America
NA19740,MXL,America
NA19741,MXL,America
NA19742,MXL,America
NA19746,MXL,America
NA19747,MXL,America
NA19748,MXL,America
NA19749,MXL,America
NA19750,MXL,America
NA19751,MXL,America
NA19752,MXL,America
NA19753,MXL,America
NA19754,MXL,America
NA19755,MXL,America
NA19756,MXL,America
NA19757,MXL,America
NA19758,MXL,America
NA19759,MXL,America
NA19760,MXL,America
NA19761,MXL,America
NA19762,MXL,America
NA19763,MXL,America
NA19764,MXL,America
NA19766,MXL,America
NA19770,MXL,America
NA19771,MXL,America
NA19772,MXL,America
NA19773,MXL,America
NA19774,MXL,America
NA19775,MXL,America
NA19776,MXL,America
NA19777,MXL,America
NA19778,MXL,America
NA19779,MXL,America
NA19780,MXL,America
NA19781,MXL,America
NA19782,MXL,America
NA19783,MXL,America
NA19784,MXL,America
NA19785,MXL,America
NA19786,MXL,America
NA19787,MXL,America
NA19788,MXL,America
NA19789,MXL,America
NA19790,MXL,America
NA19792,MXL,America
NA19794,MXL,America
NA19795,MXL,America
NA19796,MXL,America
NA19797,MXL,America
NA19798,MXL,America
NA19818,ASW,Africa
NA19819,ASW,Africa
NA19828,ASW,Africa
NA19834,ASW,Africa
NA19835,ASW,Africa
NA19836,ASW,Africa
NA19900,ASW,Africa
NA19901,ASW,Africa
NA19902,ASW,Africa
NA19904,ASW,Africa
NA19905,ASW,Africa
NA19908,ASW,Africa
NA19909,ASW,Africa
NA19913,ASW,Africa
NA19914,ASW,Africa
NA19915,ASW,Africa
NA19916,ASW,Africa
NA19917,ASW,Africa
NA19918,ASW,Africa
NA19919,ASW,Africa
NA19920,ASW,Africa
NA19921,ASW,Africa
NA19922,ASW,Africa
NA19923,ASW,Africa
NA19924,ASW,Africa
NA19982,ASW,Africa
NA19983,ASW,Africa
NA19984,ASW,Africa
NA19985,ASW,Africa
NA20126,ASW,Africa
NA20127,ASW,Africa
NA20128,ASW,Africa
NA20129,ASW,Africa
NA20274,ASW,Africa
NA20276,ASW,Africa
NA20277,ASW,Africa
NA20278,ASW,Africa
NA20279,ASW,Africa
NA20281,ASW,Africa
NA20282,ASW,Africa
NA20284,ASW,Africa
NA20285,ASW,Africa
NA20287,ASW,Africa
NA20288,ASW,Africa
NA20289,ASW,Africa
NA20290,ASW,Africa
NA20291,ASW,Africa
NA20292,ASW,Africa
NA20294,ASW,Africa
NA20295,ASW,Africa
NA20296,ASW,Africa
NA20297,ASW,Africa
NA20298,ASW,Africa
NA20299,ASW,Africa
NA20300,ASW,Africa
NA20301,ASW,Africa
NA20302,ASW,Africa
NA20312,ASW,Africa
NA20313,ASW,Africa
NA20314,ASW,Africa
NA20316,ASW,Africa
NA20317,ASW,Africa
NA20318,ASW,Africa
NA20319,ASW,Africa
NA20320,ASW,Africa
NA20321,ASW,Africa
NA20322,ASW,Africa
NA20332,ASW,Africa
NA20333,ASW,Africa
NA20334,ASW,Africa
NA20335,ASW,Africa
NA20336,ASW,Africa
NA20337,ASW,Africa
NA20339,ASW,Africa
NA20340,ASW,Africa
NA20341,ASW,Africa
NA20342,ASW,Africa
NA20343,ASW,Africa
NA20344,ASW,Africa
NA20345,ASW,Africa
NA20346,ASW,Africa
NA20347,ASW,Africa
NA20348,ASW,Africa
NA20349,ASW,Africa
NA20350,ASW,Africa
NA20351,ASW,Africa
NA20355,ASW,Africa
NA20356,ASW,Africa
NA20357,ASW,Africa
NA20358,ASW,Africa
NA20359,ASW,Africa
NA20360,ASW,Africa
NA20361,ASW,Africa
NA20362,ASW,Africa
NA20363,ASW,Africa
NA20364,ASW,Africa
NA20412,ASW,Africa
NA20413,ASW,Africa
NA20414,ASW,Africa
NA20502,TSI,Europe
NA20503,TSI,Europe
NA20504,TSI,Europe
NA20505,TSI,Europe
NA20506,TSI,Europe
NA20507,TSI,Europe
NA20508,TSI,Europe
NA20509,TSI,Europe
NA20510,TSI,Europe
NA20511,TSI,Europe
NA20512,TSI,Europe
NA20513,TSI,Europe
NA20514,TSI,Europe
NA20515,TSI,Europe
NA20516,TSI,Europe
NA20517,TSI,Europe
NA20518,TSI,Europe
NA20519,TSI,Europe
NA20520,TSI,Europe
NA20521,TSI,Europe
NA20522,TSI,Europe
NA20524,TSI,Europe
NA20525,TSI,Europe
NA20526,TSI,Europe
NA20527,TSI,Europe
NA20528,TSI,Europe
NA20529,TSI,Europe
NA20530,TSI,Europe
NA20531,TSI,Europe
NA20532,TSI,Europe
NA20533,TSI,Europe
NA20534,TSI,Europe
NA20535,TSI,Europe
NA20536,TSI,Europe
NA20537,TSI,Europe
NA20538,TSI,Europe
NA20539,TSI,Europe
NA20540,TSI,Europe
NA20541,TSI,Europe
NA20542,TSI,Europe
NA20543,TSI,Europe
NA20544,TSI,Europe
NA20581,TSI,Europe
NA20582,TSI,Europe
NA20585,TSI,Europe
NA20586,TSI,Europe
NA20587,TSI,Europe
NA20588,TSI,Europe
NA20589,TSI,Europe
NA20752,TSI,Europe
NA20753,TSI,Europe
NA20754,TSI,Europe
NA20755,TSI,Europe
NA20756,TSI,Europe
NA20757,TSI,Europe
NA20758,TSI,Europe
NA20759,TSI,Europe
NA20760,TSI,Europe
NA20761,TSI,Europe
NA20762,TSI,Europe
NA20763,TSI,Europe
NA20764,TSI,Europe
NA20765,TSI,Europe
NA20766,TSI,Europe
NA20767,TSI,Europe
NA20768,TSI,Europe
NA20769,TSI,Europe
NA20770,TSI,Europe
NA20771,TSI,Europe
NA20772,TSI,Europe
NA20773,TSI,Europe
NA20774,TSI,Europe
NA20775,TSI,Europe
NA20778,TSI,Europe
NA20783,TSI,Europe
NA20785,TSI,Europe
NA20786,TSI,Europe
NA20787,TSI,Europe
NA20790,TSI,Europe
NA20792,TSI,Europe
NA20795,TSI,Europe
NA20796,TSI,Europe
NA20797,TSI,Europe
NA20798,TSI,Europe
NA20799,TSI,Europe
NA20800,TSI,Europe
NA20801,TSI,Europe
NA20802,TSI,Europe
NA20803,TSI,Europe
NA20804,TSI,Europe
NA20805,TSI,Europe
NA20806,TSI,Europe
NA20807,TSI,Europe
NA20808,TSI,Europe
NA20809,TSI,Europe
NA20810,TSI,Europe
NA20811,TSI,Europe
NA20812,TSI,Europe
NA20813,TSI,Europe
NA20814,TSI,Europe
NA20815,TSI,Europe
NA20816,TSI,Europe
NA20818,TSI,Europe
NA20819,TSI,Europe
NA20821,TSI,Europe
NA20822,TSI,Europe
NA20826,TSI,Europe
NA20827,TSI,Europe
NA20828,TSI,Europe
NA20829,TSI,Europe
NA20831,TSI,Europe
NA20832,TSI,Europe
NA20845,GIH,South Asia
NA20846,GIH,South Asia
NA20847,GIH,South Asia
NA20849,GIH,South Asia
NA20850,GIH,South Asia
NA20851,GIH,South Asia
NA20852,GIH,South Asia
NA20853,GIH,South Asia
NA20854,GIH,South Asia
NA20856,GIH,South Asia
NA20858,GIH,South Asia
NA20859,GIH,South Asia
NA20861,GIH,South Asia
NA20862,GIH,South Asia
NA20863,GIH,South Asia
NA20864,GIH,South Asia
NA20866,GIH,South Asia
NA20867,GIH,South Asia
NA20868,GIH,South Asia
NA20869,GIH,South Asia
NA20870,GIH,South Asia
NA20871,GIH,South Asia
NA20872,GIH,South Asia
NA20873,GIH,South Asia
NA20874,GIH,South Asia
NA20875,GIH,South Asia
NA20876,GIH,South Asia
NA20877,GIH,South Asia
NA20878,GIH,South Asia
NA20879,GIH,South Asia
NA20881,GIH,South Asia
NA20882,GIH,South Asia
NA20883,GIH,South Asia
NA20884,GIH,South Asia
NA20885,GIH,South Asia
NA20886,GIH,South Asia
NA20887,GIH,South Asia
NA20888,GIH,South Asia
NA20889,GIH,South Asia
NA20890,GIH,South Asia
NA20891,GIH,South Asia
NA20892,GIH,South Asia
NA20893,GIH,South Asia
NA20894,GIH,South Asia
NA20895,GIH,South Asia
NA20896,GIH,South Asia
NA20897,GIH,South Asia
NA20898,GIH,South Asia
NA20899,GIH,South Asia
NA20900,GIH,South Asia
NA20901,GIH,South Asia
NA20902,GIH,South Asia
NA20903,GIH,South Asia
NA20904,GIH,South Asia
NA20905,GIH,South Asia
NA20906,GIH,South Asia
NA20907,GIH,South Asia
NA20908,GIH,South Asia
NA20909,GIH,South Asia
NA20910,GIH,South Asia
NA20911,GIH,South Asia
NA21086,GIH,South Asia
NA21087,GIH,South Asia
NA21088,GIH,South Asia
NA21089,GIH,South Asia
NA21090,GIH,South Asia
NA21091,GIH,South Asia
NA21092,GIH,South Asia
NA21093,GIH,South Asia
NA21094,GIH,South Asia
NA21095,GIH,South Asia
NA21097,GIH,South Asia
NA21098,GIH,South Asia
NA21099,GIH,South Asia
NA21100,GIH,South Asia
NA21101,GIH,South Asia
NA21102,GIH,South Asia
NA21103,GIH,South Asia
NA21104,GIH,South Asia
NA21105,GIH,South Asia
NA21106,GIH,South Asia
NA21107,GIH,South Asia
NA21108,GIH,South Asia
NA21109,GIH,South Asia
NA21110,GIH,South Asia
NA21111,GIH,South Asia
NA21112,GIH,South Asia
NA21113,GIH,South Asia
NA21114,GIH,South Asia
NA21115,GIH,South Asia
NA21116,GIH,South Asia
NA21117,GIH,South Asia
NA21118,GIH,South Asia
NA21119,GIH,South Asia
NA21120,GIH,South Asia
NA21121,GIH,South Asia
NA21122,GIH,South Asia
NA21123,GIH,South Asia
NA21124,GIH,South Asia
NA21125,GIH,South Asia
NA21126,GIH,South Asia
NA21127,GIH,South Asia
NA21128,GIH,South Asia
NA21129,GIH,South Asia
NA21130,GIH,South Asia
NA21133,GIH,South Asia
NA21134,GIH,South Asia
NA21135,GIH,South Asia
NA21137,GIH,South Asia
NA21141,GIH,South Asia
NA21142,GIH,South Asia
NA21143,GIH,South Asia
NA21144,GIH,South Asia
